dataset,filename,start_time,end_time,start_frequency,end_frequency,annotation,annotator,start_datetime,end_datetime
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg199.wav,4.71869829012686,5.20408163265306,1406.25,10406.25,Odontocete whistles,mdupon,2022-07-07T22:32:53.718+02:00,2022-07-07T22:32:54.204+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg199.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:32:49.000+02:00,2022-07-07T22:32:59.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg201.wav,8.97131825703254,9.72145615002758,4500.0,66093.75,Odontocete Buzzs,mdupon,2022-07-07T22:33:17.971+02:00,2022-07-07T22:33:18.721+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg201.wav,0,10,0,72000.0,Odontocete Buzzs,mdupon,2022-07-07T22:33:09.000+02:00,2022-07-07T22:33:19.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg205.wav,1.75675675675676,3.15774958632101,2671.875,22218.75,Odontocete whistles,mdupon,2022-07-07T22:33:50.756+02:00,2022-07-07T22:33:52.157+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg205.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:33:49.000+02:00,2022-07-07T22:33:59.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg207.wav,9.70490899062328,10.0,9000.0,17578.125,Odontocete whistles,mdupon,2022-07-07T22:34:18.704+02:00,2022-07-07T22:34:19.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg207.wav,7.2173193601765,8.78378378378378,7453.125,22218.75,Odontocete whistles,mdupon,2022-07-07T22:34:16.217+02:00,2022-07-07T22:34:17.783+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg207.wav,5.51296194153337,6.63816878102592,7734.375,20390.625,Odontocete whistles,mdupon,2022-07-07T22:34:14.512+02:00,2022-07-07T22:34:15.638+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg207.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:34:09.000+02:00,2022-07-07T22:34:19.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg208.wav,9.78764478764479,10.0,7734.375,14062.5,Odontocete whistles,mdupon,2022-07-07T22:34:28.787+02:00,2022-07-07T22:34:29.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg208.wav,0,0.328185328185328,8015.625,16453.125,Odontocete whistles,mdupon,2022-07-07T22:34:19.000+02:00,2022-07-07T22:34:19.328+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg208.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:34:19.000+02:00,2022-07-07T22:34:29.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg212.wav,1.73469387755102,2.65581908439051,6890.625,72000.0,Odontocete Buzzs,mdupon,2022-07-07T22:35:00.734+02:00,2022-07-07T22:35:01.655+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg212.wav,0,10,0,72000.0,Odontocete Buzzs,mdupon,2022-07-07T22:34:59.000+02:00,2022-07-07T22:35:09.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg218.wav,7.02426916712631,7.87369001654716,0,66796.875,Odontocete Buzzs,mdupon,2022-07-07T22:36:06.024+02:00,2022-07-07T22:36:06.873+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg218.wav,0,10,0,72000.0,Odontocete Buzzs,mdupon,2022-07-07T22:35:59.000+02:00,2022-07-07T22:36:09.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg219.wav,8.28185328185328,9.90899062327634,9140.625,24468.75,Odontocete whistles,mdupon,2022-07-07T22:36:17.281+02:00,2022-07-07T22:36:18.908+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg219.wav,5.66188637617209,7.07391064533922,6328.125,23765.625,Odontocete whistles,mdupon,2022-07-07T22:36:14.661+02:00,2022-07-07T22:36:16.073+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg219.wav,2.92057363485935,4.288472145615,6187.5,25593.75,Odontocete whistles,mdupon,2022-07-07T22:36:11.920+02:00,2022-07-07T22:36:13.288+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg219.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:36:09.000+02:00,2022-07-07T22:36:19.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg220.wav,6.6822945394374,7.81301709873138,6187.5,22921.875,Odontocete whistles,mdupon,2022-07-07T22:36:25.682+02:00,2022-07-07T22:36:26.813+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg220.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:36:19.000+02:00,2022-07-07T22:36:29.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg224.wav,8.95477109762824,9.51185879757308,6468.75,17437.5,Odontocete whistles,mdupon,2022-07-07T22:37:07.954+02:00,2022-07-07T22:37:08.511+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg224.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:36:59.000+02:00,2022-07-07T22:37:09.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg225.wav,5.99282956425814,6.58301158301158,8156.25,24468.75,Odontocete whistles,mdupon,2022-07-07T22:37:14.992+02:00,2022-07-07T22:37:15.583+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg225.wav,2.60066188637617,3.04743519029233,11109.375,17015.625,Odontocete whistles,mdupon,2022-07-07T22:37:11.600+02:00,2022-07-07T22:37:12.047+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg225.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:37:09.000+02:00,2022-07-07T22:37:19.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg226.wav,4.40981798124655,5.02206287920574,8156.25,18140.625,Odontocete whistles,mdupon,2022-07-07T22:37:23.409+02:00,2022-07-07T22:37:24.022+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg226.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:37:19.000+02:00,2022-07-07T22:37:29.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg229.wav,9.07611693325979,9.70490899062328,9421.875,16171.875,Odontocete whistles,mdupon,2022-07-07T22:37:58.076+02:00,2022-07-07T22:37:58.704+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg229.wav,1.3265306122449,2.15940430226145,8718.75,17578.125,Odontocete whistles,mdupon,2022-07-07T22:37:50.326+02:00,2022-07-07T22:37:51.159+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg229.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:37:49.000+02:00,2022-07-07T22:37:59.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg230.wav,0.83011583011583,1.75675675675676,8859.375,19265.625,Odontocete whistles,mdupon,2022-07-07T22:37:59.830+02:00,2022-07-07T22:38:00.756+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg230.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:37:59.000+02:00,2022-07-07T22:38:09.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg233.wav,4.47600661886376,5.18753447324876,2531.25,66796.875,Odontocete Buzzs,mdupon,2022-07-07T22:38:33.476+02:00,2022-07-07T22:38:34.187+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg233.wav,0,10,0,72000.0,Odontocete Buzzs,mdupon,2022-07-07T22:38:29.000+02:00,2022-07-07T22:38:39.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg234.wav,8.81136238279095,9.56150027578599,9843.75,18281.25,Odontocete whistles,mdupon,2022-07-07T22:38:47.811+02:00,2022-07-07T22:38:48.561+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg234.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:38:39.000+02:00,2022-07-07T22:38:49.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg235.wav,8.29288472145615,8.9161610590182,6750.0,18000.0,Odontocete whistles,mdupon,2022-07-07T22:38:57.292+02:00,2022-07-07T22:38:57.916+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg235.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:38:49.000+02:00,2022-07-07T22:38:59.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg240.wav,2.13182570325427,3.19084390512962,5765.625,24609.375,Odontocete whistles,mdupon,2022-07-07T22:39:41.131+02:00,2022-07-07T22:39:42.190+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg240.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:39:39.000+02:00,2022-07-07T22:39:49.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg241.wav,6.18587975730833,7.80750137892995,4640.625,23203.125,Odontocete whistles,mdupon,2022-07-07T22:39:55.185+02:00,2022-07-07T22:39:56.807+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg241.wav,2.04908990623276,3.64313292884721,5484.375,24187.5,Odontocete whistles,mdupon,2022-07-07T22:39:51.049+02:00,2022-07-07T22:39:52.643+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg241.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:39:49.000+02:00,2022-07-07T22:39:59.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg243.wav,1.94980694980695,2.99779371207943,6187.5,18984.375,Odontocete whistles,mdupon,2022-07-07T22:40:10.949+02:00,2022-07-07T22:40:11.997+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg243.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:40:09.000+02:00,2022-07-07T22:40:19.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg248.wav,6.03695532266961,6.79260893546608,0,11390.625,Odontocete whistles,mdupon,2022-07-07T22:41:05.036+02:00,2022-07-07T22:41:05.792+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg248.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:40:59.000+02:00,2022-07-07T22:41:09.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg254.wav,3.08604522890237,4.55322669608384,4218.75,20531.25,Odontocete whistles,mdupon,2022-07-07T22:42:02.086+02:00,2022-07-07T22:42:03.553+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg254.wav,0.686707115278544,2.10976282404854,5203.125,20250.0,Odontocete whistles,mdupon,2022-07-07T22:41:59.686+02:00,2022-07-07T22:42:01.109+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg254.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:41:59.000+02:00,2022-07-07T22:42:09.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg255.wav,5.63430777716492,6.12520683949255,3937.5,10687.5,Odontocete whistles,mdupon,2022-07-07T22:42:14.634+02:00,2022-07-07T22:42:15.125+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg255.wav,3.46662989520132,4.91174848317705,2531.25,17437.5,Odontocete whistles,mdupon,2022-07-07T22:42:12.466+02:00,2022-07-07T22:42:13.911+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg255.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:42:09.000+02:00,2022-07-07T22:42:19.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg256.wav,3.14671814671815,4.19470490899062,6609.375,21375.0,Odontocete whistles,mdupon,2022-07-07T22:42:22.146+02:00,2022-07-07T22:42:23.194+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg256.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:42:19.000+02:00,2022-07-07T22:42:29.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg257.wav,8.55212355212355,9.6773303916161,7734.375,20531.25,Odontocete whistles,mdupon,2022-07-07T22:42:37.552+02:00,2022-07-07T22:42:38.677+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg257.wav,4.06784335355764,5.34197462768891,7734.375,19265.625,Odontocete whistles,mdupon,2022-07-07T22:42:33.067+02:00,2022-07-07T22:42:34.341+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg257.wav,1.77881963596249,2.44622173193602,9703.125,17437.5,Odontocete whistles,mdupon,2022-07-07T22:42:30.778+02:00,2022-07-07T22:42:31.446+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg257.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:42:29.000+02:00,2022-07-07T22:42:39.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg258.wav,8.62934362934363,9.75455046883618,4500.0,16453.125,Odontocete whistles,mdupon,2022-07-07T22:42:47.629+02:00,2022-07-07T22:42:48.754+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg258.wav,4.85659128516271,6.65471594043023,5906.25,18140.625,Odontocete whistles,mdupon,2022-07-07T22:42:43.856+02:00,2022-07-07T22:42:45.654+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg258.wav,1.22173193601765,2.41864313292885,7593.75,16875.0,Odontocete whistles,mdupon,2022-07-07T22:42:40.221+02:00,2022-07-07T22:42:41.418+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg258.wav,0,0.990071704357419,5203.125,20531.25,Odontocete whistles,mdupon,2022-07-07T22:42:39.000+02:00,2022-07-07T22:42:39.990+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg258.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:42:39.000+02:00,2022-07-07T22:42:49.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg259.wav,3.06949806949807,4.47049089906233,5625.0,22078.125,Odontocete whistles,mdupon,2022-07-07T22:42:52.069+02:00,2022-07-07T22:42:53.470+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg259.wav,0.245449531163817,1.43684500827358,6328.125,18562.5,Odontocete whistles,mdupon,2022-07-07T22:42:49.245+02:00,2022-07-07T22:42:50.436+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg259.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:42:49.000+02:00,2022-07-07T22:42:59.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg263.wav,3.22945394373966,3.64864864864865,10687.5,18421.875,Odontocete whistles,mdupon,2022-07-07T22:43:32.229+02:00,2022-07-07T22:43:32.648+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg263.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:43:29.000+02:00,2022-07-07T22:43:39.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg265.wav,8.69553226696084,9.19194704908991,9281.25,17859.375,Odontocete whistles,mdupon,2022-07-07T22:43:57.695+02:00,2022-07-07T22:43:58.191+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg265.wav,6.61059018201875,7.74682846111418,5765.625,18562.5,Odontocete whistles,mdupon,2022-07-07T22:43:55.610+02:00,2022-07-07T22:43:56.746+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg265.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:43:49.000+02:00,2022-07-07T22:43:59.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg266.wav,5.38058466629895,5.91009376723662,4218.75,10687.5,Odontocete whistles,mdupon,2022-07-07T22:44:04.380+02:00,2022-07-07T22:44:04.910+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg266.wav,4.98896856039713,6.56094870380585,14343.75,26718.75,Odontocete whistles,mdupon,2022-07-07T22:44:03.988+02:00,2022-07-07T22:44:05.560+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg266.wav,0.124103695532267,1.46993932708218,6046.875,20531.25,Odontocete whistles,mdupon,2022-07-07T22:43:59.124+02:00,2022-07-07T22:44:00.469+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg266.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:43:59.000+02:00,2022-07-07T22:44:09.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg268.wav,0.460562603419746,1.28792057363486,8156.25,18281.25,Odontocete whistles,mdupon,2022-07-07T22:44:19.460+02:00,2022-07-07T22:44:20.287+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg268.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:44:19.000+02:00,2022-07-07T22:44:29.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg269.wav,4.35466078323221,5.46332046332046,9843.75,18843.75,Odontocete whistles,mdupon,2022-07-07T22:44:33.354+02:00,2022-07-07T22:44:34.463+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg269.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:44:29.000+02:00,2022-07-07T22:44:39.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg276.wav,7.16216216216216,9.42360728075014,3656.25,24468.75,Odontocete whistles,mdupon,2022-07-07T22:45:46.162+02:00,2022-07-07T22:45:48.423+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg276.wav,1.47545504688362,2.62824048538334,4781.25,17156.25,Odontocete whistles,mdupon,2022-07-07T22:45:40.475+02:00,2022-07-07T22:45:41.628+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg276.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:45:39.000+02:00,2022-07-07T22:45:49.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg277.wav,7.74682846111418,8.87203530060673,7593.75,14062.5,Odontocete whistles,mdupon,2022-07-07T22:45:56.746+02:00,2022-07-07T22:45:57.872+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg277.wav,3.96304467733039,5.40816326530612,2953.125,18703.125,Odontocete whistles,mdupon,2022-07-07T22:45:52.963+02:00,2022-07-07T22:45:54.408+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg277.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:45:49.000+02:00,2022-07-07T22:45:59.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg281.wav,2.90402647545505,4.27744070601213,6328.125,12796.875,Odontocete whistles,mdupon,2022-07-07T22:46:31.904+02:00,2022-07-07T22:46:33.277+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg281.wav,0.0303364589078875,1.41478212906784,7593.75,18000.0,Odontocete whistles,mdupon,2022-07-07T22:46:29.030+02:00,2022-07-07T22:46:30.414+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg281.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:46:29.000+02:00,2022-07-07T22:46:39.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg284.wav,7.47104247104247,8.50799779371208,7734.375,15468.75,Odontocete whistles,mdupon,2022-07-07T22:47:06.471+02:00,2022-07-07T22:47:07.507+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg284.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:46:59.000+02:00,2022-07-07T22:47:09.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg285.wav,3.65416436845008,4.52564809707667,3937.5,65812.5,Odontocete Buzzs,mdupon,2022-07-07T22:47:12.654+02:00,2022-07-07T22:47:13.525+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg285.wav,0,10,0,72000.0,Odontocete Buzzs,mdupon,2022-07-07T22:47:09.000+02:00,2022-07-07T22:47:19.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg291.wav,8.69553226696084,9.6111417539989,3093.75,66937.5,Odontocete Buzzs,mdupon,2022-07-07T22:48:17.695+02:00,2022-07-07T22:48:18.611+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg291.wav,0,10,0,72000.0,Odontocete Buzzs,mdupon,2022-07-07T22:48:09.000+02:00,2022-07-07T22:48:19.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg292.wav,8.1880860452289,9.29123000551572,6328.125,18421.875,Odontocete whistles,mdupon,2022-07-07T22:48:27.188+02:00,2022-07-07T22:48:28.291+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg292.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:48:19.000+02:00,2022-07-07T22:48:29.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg344.wav,8.8830667402096,9.80970766685052,7593.75,18421.875,Odontocete whistles,mdupon,2022-07-07T22:57:07.883+02:00,2022-07-07T22:57:08.809+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg344.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:56:59.000+02:00,2022-07-07T22:57:09.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg344.wav,0,10,0,72000.0,Odontocete clics,mdupon,2022-07-07T22:56:59.000+02:00,2022-07-07T22:57:09.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg297.wav,4.84555984555984,5.5184776613348,11390.625,21093.75,Odontocete whistles,mdupon,2022-07-07T22:49:13.845+02:00,2022-07-07T22:49:14.518+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg297.wav,2.67236624379482,3.82515168229454,7453.125,17156.25,Odontocete whistles,mdupon,2022-07-07T22:49:11.672+02:00,2022-07-07T22:49:12.825+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg297.wav,0.239933811362383,1.1003861003861,5765.625,19968.75,Odontocete whistles,mdupon,2022-07-07T22:49:09.239+02:00,2022-07-07T22:49:10.100+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg297.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:49:09.000+02:00,2022-07-07T22:49:19.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg301.wav,7.90126861555433,9.39051296194153,5062.5,17296.875,Odontocete whistles,mdupon,2022-07-07T22:49:56.901+02:00,2022-07-07T22:49:58.390+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg301.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:49:49.000+02:00,2022-07-07T22:49:59.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg302.wav,1.99944842801986,3.04743519029233,6046.875,18843.75,Odontocete whistles,mdupon,2022-07-07T22:50:00.999+02:00,2022-07-07T22:50:02.047+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg302.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:49:59.000+02:00,2022-07-07T22:50:09.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg305.wav,4.37672366243795,5.89354660783232,7453.125,18703.125,Odontocete whistles,mdupon,2022-07-07T22:50:33.376+02:00,2022-07-07T22:50:34.893+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg305.wav,2.42415885273028,2.96469939327082,8296.875,16312.5,Odontocete whistles,mdupon,2022-07-07T22:50:31.424+02:00,2022-07-07T22:50:31.964+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg305.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:50:29.000+02:00,2022-07-07T22:50:39.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg307.wav,2.69442912300055,4.35466078323221,4921.875,21234.375,Odontocete whistles,mdupon,2022-07-07T22:50:51.694+02:00,2022-07-07T22:50:53.354+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg307.wav,0.758411472697187,1.78433535576393,7171.875,18281.25,Odontocete whistles,mdupon,2022-07-07T22:50:49.758+02:00,2022-07-07T22:50:50.784+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg307.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:50:49.000+02:00,2022-07-07T22:50:59.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg309.wav,4.70766685052399,5.86045228902372,9281.25,22921.875,Odontocete whistles,mdupon,2022-07-07T22:51:13.707+02:00,2022-07-07T22:51:14.860+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg309.wav,0.55984555984556,1.78433535576393,9562.5,21796.875,Odontocete whistles,mdupon,2022-07-07T22:51:09.559+02:00,2022-07-07T22:51:10.784+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg309.wav,0,10,0,72000.0,Odontocete whistles,mdupon,2022-07-07T22:51:09.000+02:00,2022-07-07T22:51:19.000+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg312.wav,4.00717043574186,5.64533921676779,5343.75,70312.5,Odontocete Buzzs,mdupon,2022-07-07T22:51:43.007+02:00,2022-07-07T22:51:44.645+02:00
APOCADO_IROISE_C2D1_07072022 (10_144000),335556632.220707215939_seg312.wav,1.26034197462769,2.573083287369,3937.5,70593.75,Odontocete Buzzs,mdupon,2022-07-07T22:51:40.260+02:00,2022-07-07T22:51:41.573+02:00
